remark,"CSV-Import-Export"
remark,"Date = Thu Mar 21 13:57:12 2019"
remark,"Version = RSLogix 5000 v30.01"
remark,"Owner = Windows User"
remark,"Company = Brock Solutions"
0.3
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
RCOMMENT,"MainProgram","BM1_B_MTRS","Internal Motor.","OTE(BM1_35_MTR.INTL_MTR)","237"
RCOMMENT,"MainProgram","BM1_B_MTRS","Tail - Head Spacer - Hard$N==============================================================$N","RES(BM1_35_MTR.T2H_SPACE_TMR)","238"
RCOMMENT,"MainProgram","BM1_B_MTRS","Conveyor Running.","OTE(BM1_35_MTR.START_EN)","242"
RCOMMENT,"MainProgram","BM1_B_MTRS","Conveyor on timer.  This timer is used by the upstream conveyor to determine if this conveyor has run long enough before it is allowed to start.","TON(BM1_35_MTR.ON_TMR,?,?)","245"
RCOMMENT,"MainProgram","BM1_B_MTRS","Conveyor off timer.  This timer is used by the conveyor to ensure that if the conveyor stops, it stays stopped for a minimum amount of time.","TON(BM1_35_MTR.OFF_TMR,?,?)","246"
RCOMMENT,"MainProgram","BM1_B_MTRS","Motor BM1_34$N$N$N","NOP()","247"
RCOMMENT,"MainProgram","BM1_B_MTRS","Anti-Cascade is the functionality by which the $Qlatching$Q aspect of a head end stop can be bypassed allowing a conveyor to restart when the photoeye is cleared.","OTE(BM1_34_MTR.ANTI_CASC)","248"
RCOMMENT,"MainProgram","BM1_B_MTRS","Motor No Fault detection","OTE(BM1_34_MTR.NO_FAULT)","249"
RCOMMENT,"MainProgram","BM1_B_MTRS","Internal Motor timer.","TON(BM1_34_MTR.IM_TMR,?,?)","250"
RCOMMENT,"MainProgram","BM1_B_MTRS","Internal Motor.","OTE(BM1_34_MTR.INTL_MTR)","251"
RCOMMENT,"MainProgram","BM1_B_MTRS","Tail - Head Spacer - Hard$N==============================================================$N","RES(BM1_34_MTR.T2H_SPACE_TMR)","252"
RCOMMENT,"MainProgram","BM1_B_MTRS","Conveyor Running.","OTE(BM1_34_MTR.START_EN)","256"
RCOMMENT,"MainProgram","BM1_B_MTRS","Conveyor on timer.  This timer is used by the upstream conveyor to determine if this conveyor has run long enough before it is allowed to start.","TON(BM1_34_MTR.ON_TMR,?,?)","259"
RCOMMENT,"MainProgram","BM1_B_MTRS","Conveyor off timer.  This timer is used by the conveyor to ensure that if the conveyor stops, it stays stopped for a minimum amount of time.","TON(BM1_34_MTR.OFF_TMR,?,?)","260"
RCOMMENT,"MainProgram","BM1_B_PE_Filters","****************************************************************************************************$NThis routine performs the photoeye filtering for non tracked phtotoeyes.$NThis routine also contains photoeye Pos/Neg Transition logic for non tracked photoeyes.$N$N****************************************************************************************************$N","NOP()","0"
RCOMMENT,"MainProgram","BM1_B_PE_Filters","Photoeye","OTE(BM1_14_PE2.FILT)","1"
RCOMMENT,"MainProgram","BM1_B_PE_Filters","Photoeye","OTE(BM1_14_PE1.FILT)","4"
RCOMMENT,"MainProgram","BM1_B_PE_Filters","Photoeye","OTE(BM1_15_PE.FILT)","8"
RCOMMENT,"MainProgram","BM1_B_PE_Filters","Photoeye","OTE(BM1_16_PE.FILT)","12"
RCOMMENT,"MainProgram","BM1_B_PE_Filters","Photoeye","OTE(BM1_17_PE.FILT)","16"
RCOMMENT,"MainProgram","BM1_B_PE_Filters","Photoeye","OTE(BM1_18_PE.FILT)","20"
RCOMMENT,"MainProgram","BM1_B_PE_Filters","Photoeye","OTE(BM1_19_PE2.FILT)","24"
RCOMMENT,"MainProgram","BM1_B_PE_Filters","Photoeye","OTE(BM1_19_PE1.FILT)","27"
RCOMMENT,"MainProgram","BM1_B_PE_Filters","Photoeye","OTE(BM1_20_PE.FILT)","31"
RCOMMENT,"MainProgram","BM1_B_PE_Filters","Photoeye","OTE(BM1_21_PE.FILT)","35"
RCOMMENT,"MainProgram","BM1_B_PE_Filters","Photoeye","OTE(BM1_22_PE.FILT)","39"
RCOMMENT,"MainProgram","BM1_B_PE_Filters","Photoeye","OTE(BM1_23_PE2.FILT)","43"
RCOMMENT,"MainProgram","BM1_B_PE_Filters","Photoeye","OTE(BM1_23_PE1.FILT)","46"
RCOMMENT,"MainProgram","BM1_B_PE_Filters","Photoeye","OTE(BM1_23_PE.FILT)","49"
RCOMMENT,"MainProgram","BM1_B_PE_Filters","Photoeye","OTE(BM1_24_PE.FILT)","53"
RCOMMENT,"MainProgram","BM1_B_PE_Filters","Photoeye","OTE(BM1_25_PE.FILT)","57"
RCOMMENT,"MainProgram","BM1_B_PE_Filters","Photoeye","OTE(BM1_26_PE.FILT)","61"
RCOMMENT,"MainProgram","BM1_B_PE_Filters","Photoeye","OTE(BM1_34_PE.FILT)","65"
RCOMMENT,"MainProgram","BM1_B_PE_Filters","Photoeye","OTE(BM1_35_PE.FILT)","69"
RCOMMENT,"MainProgram","BM1_B_PE_Filters","Photoeye","OTE(BM1_36_PE.FILT)","73"
RCOMMENT,"MainProgram","BM1_B_PE_Filters","Photoeye","OTE(BM1_37_PE.FILT)","77"
RCOMMENT,"MainProgram","BM1_B_PE_Filters","Photoeye","OTE(BM1_38_PE.FILT)","81"
RCOMMENT,"MainProgram","BM1_B_STATUS","****************************************************************************************************$NThis routine is primarily used to set the HMI status of the conveyors.$N$N$N****************************************************************************************************$N","NOP()","0"
RCOMMENT,"MainProgram","BM1_B_STATUS","Conveyor Status$N$N$N","NOP()","1"
RCOMMENT,"MainProgram","BM1_B_STATUS","Conveyor Status$N$N$N","NOP()","18"
RCOMMENT,"MainProgram","BM1_B_STATUS","Conveyor Status$N$N$N","NOP()","35"
RCOMMENT,"MainProgram","BM1_B_STATUS","Conveyor Status$N$N$N","NOP()","52"
RCOMMENT,"MainProgram","BM1_B_STATUS","Conveyor Status$N$N$N","NOP()","69"
RCOMMENT,"MainProgram","BM1_B_STATUS","Conveyor Status$N$N$N","NOP()","86"
RCOMMENT,"MainProgram","BM1_B_STATUS","Conveyor Status$N$N$N","NOP()","103"
RCOMMENT,"MainProgram","BM1_B_STATUS","Conveyor Status$N$N$N","NOP()","120"
RCOMMENT,"MainProgram","BM1_B_STATUS","Conveyor Status$N$N$N","NOP()","137"
RCOMMENT,"MainProgram","BM1_B_STATUS","Conveyor Status$N$N$N","NOP()","154"
RCOMMENT,"MainProgram","BM1_B_STATUS","Conveyor Status$N$N$N","NOP()","171"
RCOMMENT,"MainProgram","BM1_B_STATUS","Conveyor Status$N$N$N","NOP()","188"
RCOMMENT,"MainProgram","BM1_B_STATUS","Conveyor Status$N$N$N","NOP()","205"
RCOMMENT,"MainProgram","BM1_B_STATUS","Conveyor Status$N$N$N","NOP()","222"
RCOMMENT,"MainProgram","BM1_B_STATUS","Conveyor Status$N$N$N","NOP()","239"
RCOMMENT,"MainProgram","BM1_B_STATUS","Conveyor Status$N$N$N","NOP()","256"
RCOMMENT,"MainProgram","BM1_B_STATUS","Conveyor Status$N$N$N","NOP()","273"
RCOMMENT,"MainProgram","BM1_B_STATUS","Conveyor Status$N$N$N","NOP()","290"
RCOMMENT,"MainProgram","BM1_B_VFDS","****************************************************************************************************$NThis routine contains VFD related logic including control and status monitoring.$N$N$N****************************************************************************************************$N","NOP()","0"
RCOMMENT,"MainProgram","BM1_C_FIELD_IND","****************************************************************************************************$NThis routine controls field indicators like control station lights and beacons/stacklights.$N$N$N****************************************************************************************************$N","NOP()","0"
RCOMMENT,"MainProgram","BM1_C_FIELD_IND","Control Station$N$N","NOP()","1"
RCOMMENT,"MainProgram","BM1_C_FIELD_IND","Control Station$N$N","NOP()","5"
RCOMMENT,"MainProgram","BM1_C_FIELD_IND","Control Station$N$N","NOP()","9"
RCOMMENT,"MainProgram","BM1_C_FIELD_IND","Control Station$N$N","NOP()","11"
RCOMMENT,"MainProgram","BM1_C_FIELD_IND","Control Station$N$N","NOP()","13"
RCOMMENT,"MainProgram","BM1_C_FIELD_IND","Control Station$N$N","NOP()","18"
RCOMMENT,"MainProgram","BM1_C_FIELD_IND","Control Station$N$N","NOP()","25"
RCOMMENT,"MainProgram","BM1_C_FIELD_IND","Control Station$N$N","NOP()","29"
RCOMMENT,"MainProgram","BM1_C_FIELD_IND","Control Station$N$N","NOP()","31"
RCOMMENT,"MainProgram","BM1_C_FIELD_IND","Control Station$N$N","NOP()","36"
RCOMMENT,"MainProgram","BM1_C_FIELD_IND","Control Station$N$N","NOP()","40"
RCOMMENT,"MainProgram","BM1_C_FIELD_IND","Control Station$N$N","NOP()","45"
RCOMMENT,"MainProgram","BM1_C_FIELD_IND","Control Station$N$N","NOP()","47"
RCOMMENT,"MainProgram","BM1_C_FIELD_IND","Control Station$N$N","NOP()","49"
RCOMMENT,"MainProgram","BM1_C_FIELD_IND","Control Station$N$N","NOP()","55"
RCOMMENT,"MainProgram","BM1_C_FIELD_IND","Control Station$N$N","NOP()","59"
RCOMMENT,"MainProgram","BM1_C_FIELD_IND","Control Station$N$N","NOP()","64"
RCOMMENT,"MainProgram","BM1_C_FIELD_IND","Field Annunciator (Beacon or Audible or Stacklight or etc)$N$N","NOP()","66"
RCOMMENT,"MainProgram","BM1_C_FIELD_IND","Field Annunciator (Beacon or Audible or Stacklight or etc)$N$N","NOP()","69"
RCOMMENT,"MainProgram","BM1_C_GFX","****************************************************************************************************$NThis routine is used to set the HMI graphic state of the conveyors.$N$N$N****************************************************************************************************$N","NOP()","0"
RCOMMENT,"MainProgram","BM1_C_GFX","Conveyor Graphic$N$N$N","MOV(BM1_30_MTR.G,G_BM1_30_STS)","1"
RCOMMENT,"MainProgram","BM1_C_GFX","Conveyor Graphic$N$N$N","MOV(BM1_29_MTR.G,G_BM1_29_STS)","2"
RCOMMENT,"MainProgram","BM1_C_GFX","Conveyor Graphic$N$N$N","MOV(BM1_28_MTR.G,G_BM1_28_STS)","3"
RCOMMENT,"MainProgram","BM1_C_GFX","Conveyor Graphic$N$N$N","MOV(BM1_27_MTR.G,G_BM1_27_STS)","4"
RCOMMENT,"MainProgram","BM1_C_JAMS","****************************************************************************************************$NThis routine performs jam monitoring for all photoeyes in the associated motor group.$N$N$N****************************************************************************************************$N","NOP()","0"
RCOMMENT,"MainProgram","BM1_C_JAMS","Jam Detection$N$N","RTO(BM1_27_PE2.JAM_TMR,?,?)","1"
RCOMMENT,"MainProgram","BM1_C_JAMS","Jam Detection$N$N","RTO(BM1_27_PE1.JAM_TMR,?,?)","4"
RCOMMENT,"MainProgram","BM1_C_JAMS","Jam Detection$N$N","RTO(BM1_28_PE2.JAM_TMR,?,?)","7"
RCOMMENT,"MainProgram","BM1_C_JAMS","Jam Detection$N$N","RTO(BM1_28_PE1.JAM_TMR,?,?)","10"
RCOMMENT,"MainProgram","BM1_C_JAMS","Jam Detection$N$N","RTO(BM1_29_PE2.JAM_TMR,?,?)","13"
RCOMMENT,"MainProgram","BM1_C_JAMS","Jam Detection$N$N","RTO(BM1_29_PE1.JAM_TMR,?,?)","16"
RCOMMENT,"MainProgram","BM1_C_JAMS","Jam Detection$N$N","RTO(BM1_30_PE3.JAM_TMR,?,?)","19"
RCOMMENT,"MainProgram","BM1_C_JAMS","Jam Detection$N$N","RTO(BM1_30_PE2.JAM_TMR,?,?)","22"
RCOMMENT,"MainProgram","BM1_C_JAMS","Jam Detection$N$N","RTO(BM1_30_PE1.JAM_TMR,?,?)","25"
RCOMMENT,"MainProgram","BM1_C_MTRS","****************************************************************************************************$NThis routine performs the general start/stop control of the conveyors in the associated motor group.$NThis routine has two sections.  The first section includes logic to group the status$' of the motors into single bits, and logic for master system control such as kick starting the system and auto stopping the system.$NThe second part of this routine is a series of rungs programmed for each motor in the motor group.  The logic contained within this section is specific to each motor and may vary depending on type of drive (VFD or Full Voltage Starter) and the electromechanical braking mechanism installed (Separately  excited brake or Clutch brake).$N****************************************************************************************************$N","NOP()","0"
RCOMMENT,"MainProgram","BM1_C_MTRS","System Start Request","OTE(BM1_C.MTR_GRP.START)","1"
RCOMMENT,"MainProgram","BM1_C_MTRS","Motor run expander.","OTE(BM1_C.MTR_GRP.RUN_EXPAND)","14"
RCOMMENT,"MainProgram","BM1_C_MTRS","PE Grouping","OTE(BM1_C.MTR_GRP.PEs)","15"
RCOMMENT,"MainProgram","BM1_C_MTRS","Reset Run Timer","RES(BM1_C.MTR_GRP.AUTO_STOP_TIMER)","16"
RCOMMENT,"MainProgram","BM1_C_MTRS","Send downstream start request","OTE(BM1_C.MTR_GRP.START_DS)","17"
RCOMMENT,"MainProgram","BM1_C_MTRS","Run Timer","RTO(BM1_C.MTR_GRP.AUTO_STOP_TIMER,?,?)","18"
RCOMMENT,"MainProgram","BM1_C_MTRS","Run Latch","OTE(BM1_C.MTR_GRP.RUN_LATCH)","19"
RCOMMENT,"MainProgram","BM1_C_MTRS","The sync stop of the post indexing belt should in effect once the photo-eye is blocked up until the bag is off of the belt. This logic is for when a bag is transitioning from the indexing belt to the downstream belt and the indexing belt were to stop. We want the sync_stop logic to stop belt the downstream belt","OTE(BM1_27_MTR.SYNC_STOP)","20"
RCOMMENT,"MainProgram","BM1_C_MTRS","Reset Indexing timer when upstream PE is blocked$NPositive transition memory bit is used to prevent indexing timer from resetting if conveyor is spacing$N","RES(BM1_27_MTR.INDEX_TMR)","24"
RCOMMENT,"MainProgram","BM1_C_MTRS","Motor BM1_30$N$N$N","NOP()","28"
RCOMMENT,"MainProgram","BM1_C_MTRS","Anti-Cascade is the functionality by which the $Qlatching$Q aspect of a head end stop can be bypassed allowing a conveyor to restart when the photoeye is cleared.","OTE(BM1_30_MTR.ANTI_CASC)","29"
RCOMMENT,"MainProgram","BM1_C_MTRS","Motor No Fault detection","OTE(BM1_30_MTR.NO_FAULT)","30"
RCOMMENT,"MainProgram","BM1_C_MTRS","Internal Motor timer.","TON(BM1_30_MTR.IM_TMR,?,?)","31"
RCOMMENT,"MainProgram","BM1_C_MTRS","Internal Motor.","OTE(BM1_30_MTR.INTL_MTR)","32"
RCOMMENT,"MainProgram","BM1_C_MTRS","Indexing Control$NWhen Indexing is enabled and the upstream PE is blocked, turn on the index forward and leave it on until the indexing timer has expired$N","OTE(BM1_30_MTR.INDEX_FWD)","34"
RCOMMENT,"MainProgram","BM1_C_MTRS","Only run the indexing timer while the indexing belt is running","RTO(BM1_30_MTR.INDEX_TMR,?,?)","35"
RCOMMENT,"MainProgram","BM1_C_MTRS","Conveyor Running.","OTE(BM1_30_MTR.START_EN)","36"
RCOMMENT,"MainProgram","BM1_C_MTRS","Conveyor on timer.  This timer is used by the upstream conveyor to determine if this conveyor has run long enough before it is allowed to start.","TON(BM1_30_MTR.ON_TMR,?,?)","39"
RCOMMENT,"MainProgram","BM1_C_MTRS","Conveyor off timer.  This timer is used by the conveyor to ensure that if the conveyor stops, it stays stopped for a minimum amount of time.","TON(BM1_30_MTR.OFF_TMR,?,?)","40"
RCOMMENT,"MainProgram","BM1_C_MTRS","Motor BM1_29$N$N$N","NOP()","41"
RCOMMENT,"MainProgram","BM1_C_MTRS","Anti-Cascade is the functionality by which the $Qlatching$Q aspect of a head end stop can be bypassed allowing a conveyor to restart when the photoeye is cleared.","OTE(BM1_29_MTR.ANTI_CASC)","42"
RCOMMENT,"MainProgram","BM1_C_MTRS","Motor No Fault detection","OTE(BM1_29_MTR.NO_FAULT)","43"
RCOMMENT,"MainProgram","BM1_C_MTRS","Internal Motor timer.","TON(BM1_29_MTR.IM_TMR,?,?)","44"
RCOMMENT,"MainProgram","BM1_C_MTRS","Internal Motor.","OTE(BM1_29_MTR.INTL_MTR)","45"
RCOMMENT,"MainProgram","BM1_C_MTRS","Indexing Control$NWhen Indexing is enabled and the upstream PE is blocked, turn on the index forward and leave it on until the indexing timer has expired$N","OTE(BM1_29_MTR.INDEX_FWD)","47"
RCOMMENT,"MainProgram","BM1_C_MTRS","Only run the indexing timer while the indexing belt is running","RTO(BM1_29_MTR.INDEX_TMR,?,?)","48"
RCOMMENT,"MainProgram","BM1_C_MTRS","Conveyor Running.","OTE(BM1_29_MTR.START_EN)","49"
RCOMMENT,"MainProgram","BM1_C_MTRS","Conveyor on timer.  This timer is used by the upstream conveyor to determine if this conveyor has run long enough before it is allowed to start.","TON(BM1_29_MTR.ON_TMR,?,?)","52"
RCOMMENT,"MainProgram","BM1_C_MTRS","Conveyor off timer.  This timer is used by the conveyor to ensure that if the conveyor stops, it stays stopped for a minimum amount of time.","TON(BM1_29_MTR.OFF_TMR,?,?)","53"
RCOMMENT,"MainProgram","BM1_C_MTRS","Motor BM1_28$N$N$N","NOP()","54"
RCOMMENT,"MainProgram","BM1_C_MTRS","Anti-Cascade is the functionality by which the $Qlatching$Q aspect of a head end stop can be bypassed allowing a conveyor to restart when the photoeye is cleared.","OTE(BM1_28_MTR.ANTI_CASC)","55"
RCOMMENT,"MainProgram","BM1_C_MTRS","Motor No Fault detection","OTE(BM1_28_MTR.NO_FAULT)","56"
RCOMMENT,"MainProgram","BM1_C_MTRS","Internal Motor timer.","TON(BM1_28_MTR.IM_TMR,?,?)","57"
RCOMMENT,"MainProgram","BM1_C_MTRS","Internal Motor.","OTE(BM1_28_MTR.INTL_MTR)","58"
RCOMMENT,"MainProgram","BM1_C_MTRS","Indexing Control$NWhen Indexing is enabled and the upstream PE is blocked, turn on the index forward and leave it on until the indexing timer has expired$N","OTE(BM1_28_MTR.INDEX_FWD)","60"
RCOMMENT,"MainProgram","BM1_C_MTRS","Only run the indexing timer while the indexing belt is running","RTO(BM1_28_MTR.INDEX_TMR,?,?)","61"
RCOMMENT,"MainProgram","BM1_C_MTRS","Conveyor Running.","OTE(BM1_28_MTR.START_EN)","62"
RCOMMENT,"MainProgram","BM1_C_MTRS","Conveyor on timer.  This timer is used by the upstream conveyor to determine if this conveyor has run long enough before it is allowed to start.","TON(BM1_28_MTR.ON_TMR,?,?)","65"
RCOMMENT,"MainProgram","BM1_C_MTRS","Conveyor off timer.  This timer is used by the conveyor to ensure that if the conveyor stops, it stays stopped for a minimum amount of time.","TON(BM1_28_MTR.OFF_TMR,?,?)","66"
RCOMMENT,"MainProgram","BM1_C_MTRS","Motor BM1_27$N$N$N","NOP()","67"
RCOMMENT,"MainProgram","BM1_C_MTRS","Anti-Cascade is the functionality by which the $Qlatching$Q aspect of a head end stop can be bypassed allowing a conveyor to restart when the photoeye is cleared.","OTE(BM1_27_MTR.ANTI_CASC)","68"
RCOMMENT,"MainProgram","BM1_C_MTRS","Motor No Fault detection","OTE(BM1_27_MTR.NO_FAULT)","69"
RCOMMENT,"MainProgram","BM1_C_MTRS","Internal Motor timer.","TON(BM1_27_MTR.IM_TMR,?,?)","70"
RCOMMENT,"MainProgram","BM1_C_MTRS","Internal Motor.","OTE(BM1_27_MTR.INTL_MTR)","71"
RCOMMENT,"MainProgram","BM1_C_MTRS","Indexing Control$NWhen Indexing is enabled and the upstream PE is blocked, turn on the index forward and leave it on until the indexing timer has expired$N","OTE(BM1_27_MTR.INDEX_FWD)","73"
RCOMMENT,"MainProgram","BM1_C_MTRS","Only run the indexing timer while the indexing belt is running","RTO(BM1_27_MTR.INDEX_TMR,?,?)","74"
RCOMMENT,"MainProgram","BM1_C_MTRS","Conveyor Running.","OTE(BM1_27_MTR.START_EN)","75"
RCOMMENT,"MainProgram","BM1_C_MTRS","Conveyor on timer.  This timer is used by the upstream conveyor to determine if this conveyor has run long enough before it is allowed to start.","TON(BM1_27_MTR.ON_TMR,?,?)","78"
RCOMMENT,"MainProgram","BM1_C_MTRS","Conveyor off timer.  This timer is used by the conveyor to ensure that if the conveyor stops, it stays stopped for a minimum amount of time.","TON(BM1_27_MTR.OFF_TMR,?,?)","79"
RCOMMENT,"MainProgram","BM1_C_PE_Filters","****************************************************************************************************$NThis routine performs the photoeye filtering for non tracked phtotoeyes.$NThis routine also contains photoeye Pos/Neg Transition logic for non tracked photoeyes.$N$N****************************************************************************************************$N","NOP()","0"
RCOMMENT,"MainProgram","BM1_C_PE_Filters","Photoeye","OTE(BM1_27_PE2.FILT)","1"
RCOMMENT,"MainProgram","BM1_C_PE_Filters","Photoeye","OTE(BM1_27_PE1.FILT)","4"
RCOMMENT,"MainProgram","BM1_C_PE_Filters","Photoeye","OTE(BM1_28_PE2.FILT)","7"
RCOMMENT,"MainProgram","BM1_C_PE_Filters","Photoeye","OTE(BM1_28_PE1.FILT)","10"
RCOMMENT,"MainProgram","BM1_C_PE_Filters","Photoeye","OTE(BM1_29_PE2.FILT)","13"
RCOMMENT,"MainProgram","BM1_C_PE_Filters","Photoeye","OTE(BM1_29_PE1.FILT)","16"
RCOMMENT,"MainProgram","BM1_C_PE_Filters","Photoeye","OTE(BM1_30_PE3.FILT)","19"
RCOMMENT,"MainProgram","BM1_C_PE_Filters","Photoeye","OTE(BM1_30_PE2.FILT)","22"
RCOMMENT,"MainProgram","BM1_C_PE_Filters","Photoeye","OTE(BM1_30_PE1.FILT)","25"
RCOMMENT,"MainProgram","BM1_C_STATUS","****************************************************************************************************$NThis routine is primarily used to set the HMI status of the conveyors.$N$N$N****************************************************************************************************$N","NOP()","0"
RCOMMENT,"MainProgram","BM1_C_STATUS","Conveyor Status$N$N$N","NOP()","1"
RCOMMENT,"MainProgram","BM1_C_STATUS","Conveyor Status$N$N$N","NOP()","19"
RCOMMENT,"MainProgram","BM1_C_STATUS","Conveyor Status$N$N$N","NOP()","37"
RCOMMENT,"MainProgram","BM1_C_STATUS","Conveyor Status$N$N$N","NOP()","55"
RCOMMENT,"MainProgram","BM1_C_VFDS","****************************************************************************************************$NThis routine contains VFD related logic including control and status monitoring.$N$N$N****************************************************************************************************$N","NOP()","0"
RCOMMENT,"MainProgram","BM1_C_VFDS","Motor BM1_30 VFD$N***************************$N","TON(BM1_30_VFD.POWERED_DLY_TMR,?,?)","1"
RCOMMENT,"MainProgram","BM1_C_VFDS","Motor BM1_29 VFD$N***************************$N","TON(BM1_29_VFD.POWERED_DLY_TMR,?,?)","3"
RCOMMENT,"MainProgram","BM1_C_VFDS","Motor BM1_28 VFD$N***************************$N","TON(BM1_28_VFD.POWERED_DLY_TMR,?,?)","5"
RCOMMENT,"MainProgram","BM1_C_VFDS","Motor BM1_27 VFD$N***************************$N","TON(BM1_27_VFD.POWERED_DLY_TMR,?,?)","7"
RCOMMENT,"MainProgram","BT_BM1_12_P","****************************************************************$NThis subroutine monitors conveyor control and generates a simulated encoder pulse for use throughout the program.$NThis pulse is primarily used in tracking routines to track the bags.$NThe pseudo encoders are programmed to simulate ramp up and down of the conveyor upon starting and stopping.  A pulse counter is used for this.$N****************************************************************$N$NIf the conveyor is running, and the ramp count is not done, increment the ramp counter on each pulse generated.","ADD(BM1_12_BT.RAMP_CNT,1,BM1_12_BT.RAMP_CNT)","0"
RCOMMENT,"MainProgram","BT_BM1_12_P","If the ramp count is greater than or equal to the setpoint, the ramp count is done.","OTE(BM1_12_BT.RAMP_CNT_DN)","1"
RCOMMENT,"MainProgram","BT_BM1_12_P","If the conveyor is not running, decrement the ramp counter on each pulse generated.","SUB(BM1_12_BT.RAMP_CNT,1,BM1_12_BT.RAMP_CNT)","2"
RCOMMENT,"MainProgram","BT_BM1_12_P","If the ramp count is greater than zero, then consider the conveyor to be moving.","OTE(BM1_12_BT.MOVING)","3"
RCOMMENT,"MainProgram","BT_BM1_12_P","Upon the conveyor starting, calculate the CST value at which the first internal pulse should be generated.$NAlso run the ramp timer when the $Qconv_run$Q bit is on.","TON(BM1_12_BT.RAMP_UP_TMR,?,?)","5"
RCOMMENT,"MainProgram","BT_BM1_12_P","One shot the calculated pulse time going negative.","OTE(BM1_12_BT.SIM_PULSE_TIME_NEG_MEM)","7"
RCOMMENT,"MainProgram","BT_BM1_12_P","When the calculated pulse time is negative, but the CST is still positive, then seal in the $Qrollover$Q bit.","OTE(BM1_12_BT.SIM_PULSE_ROLL)","8"
RCOMMENT,"MainProgram","BT_BM1_12_P","If the CST is greater than the calculated pulse time, then turn on the internal pulse bit, and calculate the next pulse time.  If the CST/pulse time are at a rollover point, don$'t pulse until both are negative.$NIf the CST goes negative, but the calculated pulse time is positive, then that means that the CST has actually surpassed the calculated pulse time, so pulse and calculate new pulse time.","ADD(BM1_12_BT.SIM_PULSE_TIME,BM1_12_BTx.PULSE_PERIOD,BM1_12_BT.SIM_PULSE_TIME)","9"
RCOMMENT,"MainProgram","BT_BM1_12_P","If the $Qconv_run$Q bit is on and the ramp count is done, then create BT_PULSE output with the internal pulse bit.$NIf the $Qconv_run$Q bit is off, then create BT_PULSE output until the ramp count reaches zero (i.e. $QMOVING$Q bit is off).","OTE(BM1_12_BT.BT_PULSE)","10"
RCOMMENT,"MainProgram","BT_BM1_12_P","Count the encoder pulses.","ADD(BM1_12_BT.ACCUM,1,BM1_12_BT.ACCUM)","11"
RCOMMENT,"MainProgram","BT_BM1_12_P","On the timed pulse, record the encoder pulse count and reset the counter.","MOV(0,BM1_12_BT.ACCUM)","12"
RCOMMENT,"MainProgram","BT_BM1_12_P","When the motor is on, run the fault timer.  Reset the timer each time a pulse is detected.  This timer detects when no encoder pulses are being generated.","TON(BM1_12_BT.FAULT_TIMER,?,?)","13"
RCOMMENT,"MainProgram","BT_BM1_12_P","When the difference between the CST and the SIM Pulse Time is greater than the Pulse Period, or the fault timer detected no encoder pulses being generated, or the Primary Chassis has switched, trigger a Lockup","OTE(BM1_12_BT.LU_DET)","14"
RCOMMENT,"MainProgram","BT_BM1_12_P","Capture a lockup condition for troubleshooting purposes by programmers.","ADD(BM1_12_BT.LU_COUNTER,1,BM1_12_BT.LU_COUNTER)","15"
RCOMMENT,"MainProgram","BT_BM1_12_P","The configuration counter allows you to configure and evaluate the ramp counter setting of the pseudo BT. To evaluate the accuracy do the following:$N$N-Toggle CFG_RAMP_UP to OFF.$N-Turn off the downstream conveyor.$N-Drop a bag upstream of the head end PE of the pseudo BT conveyor and allow it to head end stop.$N-Restart the downstream conveyor and allow the bag to transfer onto the downstream conveyor.$N-Measure the bag with a measuring tape.$N-Divide the bag$'s length by the pseudo BT$'s resolution.$N-The CFG_CNT should match what you$'ve calculated as the bag$'s length in pulses.$N$NNotes:$N-------------$N-For contactor controlled conveyors, the ramp up is usually almost instantaneous and the ramp down is longer.$N-For VFD belts with a configured ramp setting, the ramp up and ramp down are usually the same.","CLR(BM1_12_BT.CFG_CNT)","16"
RCOMMENT,"MainProgram","BT_BM1_13_P","****************************************************************$NThis subroutine monitors conveyor control and generates a simulated encoder pulse for use throughout the program.$NThis pulse is primarily used in tracking routines to track the bags.$NThe pseudo encoders are programmed to simulate ramp up and down of the conveyor upon starting and stopping.  A pulse counter is used for this.$N****************************************************************$N$NIf the conveyor is running, and the ramp count is not done, increment the ramp counter on each pulse generated.","ADD(BM1_13_BT.RAMP_CNT,1,BM1_13_BT.RAMP_CNT)","0"
RCOMMENT,"MainProgram","BT_BM1_13_P","If the ramp count is greater than or equal to the setpoint, the ramp count is done.","OTE(BM1_13_BT.RAMP_CNT_DN)","1"
RCOMMENT,"MainProgram","BT_BM1_13_P","If the conveyor is not running, decrement the ramp counter on each pulse generated.","SUB(BM1_13_BT.RAMP_CNT,1,BM1_13_BT.RAMP_CNT)","2"
RCOMMENT,"MainProgram","BT_BM1_13_P","If the ramp count is greater than zero, then consider the conveyor to be moving.","OTE(BM1_13_BT.MOVING)","3"
RCOMMENT,"MainProgram","BT_BM1_13_P","Upon the conveyor starting, calculate the CST value at which the first internal pulse should be generated.$NAlso run the ramp timer when the $Qconv_run$Q bit is on.","TON(BM1_13_BT.RAMP_UP_TMR,?,?)","5"
RCOMMENT,"MainProgram","BT_BM1_13_P","One shot the calculated pulse time going negative.","OTE(BM1_13_BT.SIM_PULSE_TIME_NEG_MEM)","7"
